station_id,time_checked,num_bikes_avail,num_bikes_disabled,num_docks_avail,num_docks_disabled,station_status
7457,2023-11-24 21:31:25,16,7,0,0,IN_SERVICE
7600,2023-11-24 21:31:25,6,14,0,0,IN_SERVICE
7667,2023-11-24 21:31:25,14,21,0,0,IN_SERVICE
7762,2023-11-24 21:31:25,13,0,1,0,IN_SERVICE
7002,2023-11-24 21:43:39,12,6,1,0,IN_SERVICE
7008,2023-11-24 21:43:39,13,4,2,0,IN_SERVICE
7023,2023-11-24 21:43:39,0,9,2,0,IN_SERVICE
7058,2023-11-24 21:43:39,18,1,0,0,IN_SERVICE
7063,2023-11-24 21:43:39,9,14,0,0,IN_SERVICE
7066,2023-11-24 21:43:39,8,8,1,0,IN_SERVICE
7078,2023-11-24 21:43:39,7,5,1,2,IN_SERVICE
7155,2023-11-24 21:43:39,1,17,1,0,IN_SERVICE
7170,2023-11-24 21:43:39,9,6,0,0,IN_SERVICE
7190,2023-11-24 21:43:39,4,7,4,0,IN_SERVICE
7191,2023-11-24 21:43:39,1,9,1,0,IN_SERVICE
7195,2023-11-24 21:43:39,2,9,0,0,IN_SERVICE
7250,2023-11-24 21:43:39,8,7,1,0,IN_SERVICE
7252,2023-11-24 21:43:39,0,18,0,0,IN_SERVICE
7273,2023-11-24 21:43:39,1,17,1,1,IN_SERVICE
7274,2023-11-24 21:43:39,11,4,1,0,IN_SERVICE
7285,2023-11-24 21:43:39,10,25,1,0,IN_SERVICE
7335,2023-11-24 21:43:39,2,14,3,0,IN_SERVICE
7358,2023-11-24 21:43:39,7,9,0,1,IN_SERVICE
7457,2023-11-24 21:43:39,15,8,0,0,IN_SERVICE
7600,2023-11-24 21:43:39,6,14,0,0,IN_SERVICE
7667,2023-11-24 21:43:39,15,20,0,0,IN_SERVICE
7762,2023-11-24 21:43:39,12,1,1,0,IN_SERVICE
7002,2023-11-24 21:55:50,10,8,1,0,IN_SERVICE
7008,2023-11-24 21:55:50,13,4,2,0,IN_SERVICE
7023,2023-11-24 21:55:50,0,9,2,0,IN_SERVICE
7058,2023-11-24 21:55:50,18,1,0,0,IN_SERVICE
7063,2023-11-24 21:55:50,7,16,0,0,IN_SERVICE
7066,2023-11-24 21:55:50,8,8,1,0,IN_SERVICE
7078,2023-11-24 21:55:50,7,5,1,2,IN_SERVICE
7155,2023-11-24 21:55:50,1,17,1,0,IN_SERVICE
7170,2023-11-24 21:55:50,9,6,0,0,IN_SERVICE
7190,2023-11-24 21:55:50,4,7,4,0,IN_SERVICE
7191,2023-11-24 21:55:50,1,9,1,0,IN_SERVICE
7195,2023-11-24 21:55:50,0,11,0,0,IN_SERVICE
7250,2023-11-24 21:55:50,6,9,1,0,IN_SERVICE
7252,2023-11-24 21:55:50,0,18,0,0,IN_SERVICE
7273,2023-11-24 21:55:50,1,17,1,1,IN_SERVICE
7274,2023-11-24 21:55:50,10,5,1,0,IN_SERVICE
7285,2023-11-24 21:55:50,9,26,1,0,IN_SERVICE
7335,2023-11-24 21:55:50,0,16,3,0,IN_SERVICE
7358,2023-11-24 21:55:50,5,11,0,1,IN_SERVICE
7457,2023-11-24 21:55:50,16,7,0,0,IN_SERVICE
7600,2023-11-24 21:55:50,5,15,0,0,IN_SERVICE
7667,2023-11-24 21:55:50,14,21,0,0,IN_SERVICE
7762,2023-11-24 21:55:50,12,1,1,0,IN_SERVICE
7002,2023-11-24 22:24:59,12,6,1,0,IN_SERVICE
7008,2023-11-24 22:24:59,15,2,2,0,IN_SERVICE
7023,2023-11-24 22:24:59,2,7,2,0,IN_SERVICE
7058,2023-11-24 22:24:59,17,2,0,0,IN_SERVICE
7063,2023-11-24 22:24:59,4,19,0,0,IN_SERVICE
7066,2023-11-24 22:24:59,6,10,1,0,IN_SERVICE
7078,2023-11-24 22:24:59,6,6,1,2,IN_SERVICE
7155,2023-11-24 22:24:59,0,18,1,0,IN_SERVICE
7170,2023-11-24 22:24:59,10,5,0,0,IN_SERVICE
7190,2023-11-24 22:24:59,10,2,3,0,IN_SERVICE
7191,2023-11-24 22:24:59,0,10,1,0,IN_SERVICE
7195,2023-11-24 22:24:59,0,11,0,0,IN_SERVICE
7250,2023-11-24 22:24:59,1,14,1,0,IN_SERVICE
7252,2023-11-24 22:24:59,1,17,0,0,IN_SERVICE
7273,2023-11-24 22:24:59,0,18,1,1,IN_SERVICE
7274,2023-11-24 22:24:59,9,6,1,0,IN_SERVICE
7285,2023-11-24 22:24:59,7,28,1,0,IN_SERVICE
7335,2023-11-24 22:24:59,0,16,3,0,IN_SERVICE
7358,2023-11-24 22:24:59,2,14,0,1,IN_SERVICE
7457,2023-11-24 22:24:59,13,10,0,0,IN_SERVICE
7600,2023-11-24 22:24:59,1,19,0,0,IN_SERVICE
7667,2023-11-24 22:24:59,14,21,0,0,IN_SERVICE
7762,2023-11-24 22:24:59,10,3,1,0,IN_SERVICE
7002,2023-11-24 22:37:20,10,8,1,0,IN_SERVICE
7008,2023-11-24 22:37:20,14,3,2,0,IN_SERVICE
7023,2023-11-24 22:37:20,1,8,2,0,IN_SERVICE
7058,2023-11-24 22:37:20,11,8,0,0,IN_SERVICE
7063,2023-11-24 22:37:20,4,19,0,0,IN_SERVICE
7066,2023-11-24 22:37:20,14,2,1,0,IN_SERVICE
7078,2023-11-24 22:37:20,7,5,1,2,IN_SERVICE
7155,2023-11-24 22:37:20,0,18,1,0,IN_SERVICE
7170,2023-11-24 22:37:20,10,5,0,0,IN_SERVICE
7190,2023-11-24 22:37:20,8,4,3,0,IN_SERVICE
7191,2023-11-24 22:37:20,2,8,1,0,IN_SERVICE
7195,2023-11-24 22:37:20,0,11,0,0,IN_SERVICE
7250,2023-11-24 22:37:20,1,14,1,0,IN_SERVICE
7252,2023-11-24 22:37:20,1,17,0,0,IN_SERVICE
7273,2023-11-24 22:37:20,0,18,1,1,IN_SERVICE
7274,2023-11-24 22:37:20,8,7,1,0,IN_SERVICE
7285,2023-11-24 22:37:20,7,28,1,0,IN_SERVICE
7335,2023-11-24 22:37:20,0,16,3,0,IN_SERVICE
7358,2023-11-24 22:37:20,2,14,0,1,IN_SERVICE
7457,2023-11-24 22:37:20,12,11,0,0,IN_SERVICE
7600,2023-11-24 22:37:20,0,20,0,0,IN_SERVICE
7667,2023-11-24 22:37:20,13,22,0,0,IN_SERVICE
7762,2023-11-24 22:37:20,7,6,1,0,IN_SERVICE
7002,2023-11-24 22:50:19,8,10,1,0,IN_SERVICE
7008,2023-11-24 22:50:19,14,3,2,0,IN_SERVICE
7023,2023-11-24 22:50:19,0,9,2,0,IN_SERVICE
7058,2023-11-24 22:50:19,10,9,0,0,IN_SERVICE
7063,2023-11-24 22:50:19,2,21,0,0,IN_SERVICE
7066,2023-11-24 22:50:19,13,3,1,0,IN_SERVICE
7078,2023-11-24 22:50:19,4,8,1,2,IN_SERVICE
7155,2023-11-24 22:50:19,0,18,1,0,IN_SERVICE
7170,2023-11-24 22:50:19,10,5,0,0,IN_SERVICE
7190,2023-11-24 22:50:19,9,3,3,0,IN_SERVICE
7191,2023-11-24 22:50:19,3,6,1,0,IN_SERVICE
7195,2023-11-24 22:50:19,0,11,0,0,IN_SERVICE
7250,2023-11-24 22:50:19,0,15,1,0,IN_SERVICE
7252,2023-11-24 22:50:19,1,17,0,0,IN_SERVICE
7273,2023-11-24 22:50:19,1,17,1,1,IN_SERVICE
7274,2023-11-24 22:50:19,8,7,1,0,IN_SERVICE
7285,2023-11-24 22:50:19,9,26,1,0,IN_SERVICE
7335,2023-11-24 22:50:19,0,16,3,0,IN_SERVICE
7358,2023-11-24 22:50:19,2,14,0,1,IN_SERVICE
7457,2023-11-24 22:50:19,10,13,0,0,IN_SERVICE
7600,2023-11-24 22:50:19,0,20,0,0,IN_SERVICE
7667,2023-11-24 22:50:19,13,22,0,0,IN_SERVICE
7762,2023-11-24 22:50:19,8,5,1,0,IN_SERVICE
7002,2023-11-24 23:08:40,13,5,1,0,IN_SERVICE
7008,2023-11-24 23:08:40,14,3,2,0,IN_SERVICE
7023,2023-11-24 23:08:40,0,9,2,0,IN_SERVICE
7058,2023-11-24 23:08:40,9,9,1,0,IN_SERVICE
7063,2023-11-24 23:08:40,3,20,0,0,IN_SERVICE
7066,2023-11-24 23:08:40,11,5,1,0,IN_SERVICE
7078,2023-11-24 23:08:40,2,10,1,2,IN_SERVICE
7155,2023-11-24 23:08:40,0,18,1,0,IN_SERVICE
7170,2023-11-24 23:08:40,8,7,0,0,IN_SERVICE
7190,2023-11-24 23:08:40,8,4,3,0,IN_SERVICE
7191,2023-11-24 23:08:40,5,4,1,0,IN_SERVICE
7195,2023-11-24 23:08:40,0,11,0,0,IN_SERVICE
7250,2023-11-24 23:08:40,0,15,1,0,IN_SERVICE
7252,2023-11-24 23:08:40,1,17,0,0,IN_SERVICE
7273,2023-11-24 23:08:40,0,18,1,1,IN_SERVICE
7274,2023-11-24 23:08:40,9,6,1,0,IN_SERVICE
7285,2023-11-24 23:08:40,9,26,1,0,IN_SERVICE
7335,2023-11-24 23:08:40,0,16,3,0,IN_SERVICE
7358,2023-11-24 23:08:40,0,16,0,1,IN_SERVICE
7457,2023-11-24 23:08:40,9,14,0,0,IN_SERVICE
7600,2023-11-24 23:08:40,0,20,0,0,IN_SERVICE
7667,2023-11-24 23:08:40,12,23,0,0,IN_SERVICE
7762,2023-11-24 23:08:40,4,9,1,0,IN_SERVICE
7002,2023-11-24 23:22:30,13,5,1,0,IN_SERVICE
7008,2023-11-24 23:22:30,11,6,2,0,IN_SERVICE
7023,2023-11-24 23:22:30,3,6,2,0,IN_SERVICE
7058,2023-11-24 23:22:30,8,10,1,0,IN_SERVICE
7063,2023-11-24 23:22:30,3,20,0,0,IN_SERVICE
7066,2023-11-24 23:22:30,9,7,1,0,IN_SERVICE
7078,2023-11-24 23:22:30,1,11,1,2,IN_SERVICE
7155,2023-11-24 23:22:30,1,17,1,0,IN_SERVICE
7170,2023-11-24 23:22:30,7,8,0,0,IN_SERVICE
7190,2023-11-24 23:22:30,6,6,3,0,IN_SERVICE
7191,2023-11-24 23:22:30,5,4,1,0,IN_SERVICE
7195,2023-11-24 23:22:30,0,11,0,0,IN_SERVICE
7250,2023-11-24 23:22:30,1,14,1,0,IN_SERVICE
7252,2023-11-24 23:22:30,3,15,0,0,IN_SERVICE
7273,2023-11-24 23:22:30,1,17,1,1,IN_SERVICE
7274,2023-11-24 23:22:30,8,7,1,0,IN_SERVICE
7285,2023-11-24 23:22:30,10,25,1,0,IN_SERVICE
7335,2023-11-24 23:22:30,0,16,3,0,IN_SERVICE
7358,2023-11-24 23:22:30,0,16,0,1,IN_SERVICE
7457,2023-11-24 23:22:30,9,14,0,0,IN_SERVICE
7600,2023-11-24 23:22:30,0,20,0,0,IN_SERVICE
7667,2023-11-24 23:22:30,11,24,0,0,IN_SERVICE
7762,2023-11-24 23:22:30,0,13,1,0,IN_SERVICE
7002,2023-11-24 23:35:19,13,5,1,0,IN_SERVICE
7008,2023-11-24 23:35:19,11,6,2,0,IN_SERVICE
7023,2023-11-24 23:35:19,4,5,2,0,IN_SERVICE
7058,2023-11-24 23:35:19,8,10,1,0,IN_SERVICE
7063,2023-11-24 23:35:19,4,19,0,0,IN_SERVICE
7066,2023-11-24 23:35:19,8,8,1,0,IN_SERVICE
7078,2023-11-24 23:35:19,0,12,1,2,IN_SERVICE
7155,2023-11-24 23:35:19,2,16,1,0,IN_SERVICE
7170,2023-11-24 23:35:19,5,10,0,0,IN_SERVICE
7190,2023-11-24 23:35:19,1,11,3,0,IN_SERVICE
7191,2023-11-24 23:35:19,4,5,1,0,IN_SERVICE
7195,2023-11-24 23:35:19,0,11,0,0,IN_SERVICE
7250,2023-11-24 23:35:19,1,14,1,0,IN_SERVICE
7252,2023-11-24 23:35:19,2,16,0,0,IN_SERVICE
7273,2023-11-24 23:35:19,1,17,1,1,IN_SERVICE
7274,2023-11-24 23:35:19,8,7,1,0,IN_SERVICE
7285,2023-11-24 23:35:19,8,27,1,0,IN_SERVICE
7335,2023-11-24 23:35:19,0,16,3,0,IN_SERVICE
7358,2023-11-24 23:35:19,0,16,0,1,IN_SERVICE
7457,2023-11-24 23:35:19,9,14,0,0,IN_SERVICE
7600,2023-11-24 23:35:19,0,20,0,0,IN_SERVICE
7667,2023-11-24 23:35:19,10,25,0,0,IN_SERVICE
7762,2023-11-24 23:35:19,0,13,1,0,IN_SERVICE
7002,2023-11-24 23:47:37,12,6,1,0,IN_SERVICE
7008,2023-11-24 23:47:37,12,5,2,0,IN_SERVICE
7023,2023-11-24 23:47:37,2,7,2,0,IN_SERVICE
7058,2023-11-24 23:47:37,9,9,1,0,IN_SERVICE
7063,2023-11-24 23:47:37,3,20,0,0,IN_SERVICE
7066,2023-11-24 23:47:37,9,7,1,0,IN_SERVICE
7078,2023-11-24 23:47:37,0,12,1,2,IN_SERVICE
7155,2023-11-24 23:47:37,2,16,1,0,IN_SERVICE
7170,2023-11-24 23:47:37,5,10,0,0,IN_SERVICE
7190,2023-11-24 23:47:37,1,11,3,0,IN_SERVICE
7191,2023-11-24 23:47:37,5,4,1,0,IN_SERVICE
7195,2023-11-24 23:47:37,1,10,0,0,IN_SERVICE
7250,2023-11-24 23:47:37,1,14,1,0,IN_SERVICE
7252,2023-11-24 23:47:37,2,16,0,0,IN_SERVICE
7273,2023-11-24 23:47:37,1,17,1,1,IN_SERVICE
7274,2023-11-24 23:47:37,8,7,1,0,IN_SERVICE
7285,2023-11-24 23:47:37,2,33,1,0,IN_SERVICE
7335,2023-11-24 23:47:37,0,16,3,0,IN_SERVICE
7358,2023-11-24 23:47:37,0,16,0,1,IN_SERVICE
7457,2023-11-24 23:47:37,10,13,0,0,IN_SERVICE
7600,2023-11-24 23:47:37,1,19,0,0,IN_SERVICE
7667,2023-11-24 23:47:37,9,26,0,0,IN_SERVICE
7762,2023-11-24 23:47:37,1,12,1,0,IN_SERVICE
7002,2023-11-25 00:00:17,13,5,1,0,IN_SERVICE
7008,2023-11-25 00:00:17,12,5,2,0,IN_SERVICE
7023,2023-11-25 00:00:17,2,7,2,0,IN_SERVICE
7058,2023-11-25 00:00:17,7,11,1,0,IN_SERVICE
7063,2023-11-25 00:00:17,4,19,0,0,IN_SERVICE
7066,2023-11-25 00:00:17,9,7,1,0,IN_SERVICE
7078,2023-11-25 00:00:17,2,10,1,2,IN_SERVICE
7155,2023-11-25 00:00:17,2,16,1,0,IN_SERVICE
7170,2023-11-25 00:00:17,6,9,0,0,IN_SERVICE
7190,2023-11-25 00:00:17,1,11,3,0,IN_SERVICE
7191,2023-11-25 00:00:17,4,5,1,0,IN_SERVICE
7195,2023-11-25 00:00:17,1,10,0,0,IN_SERVICE
7250,2023-11-25 00:00:17,4,11,1,0,IN_SERVICE
7252,2023-11-25 00:00:17,2,16,0,0,IN_SERVICE
7273,2023-11-25 00:00:17,1,17,1,1,IN_SERVICE
7274,2023-11-25 00:00:17,8,7,1,0,IN_SERVICE
7285,2023-11-25 00:00:17,0,35,1,0,IN_SERVICE
7335,2023-11-25 00:00:17,0,16,3,0,IN_SERVICE
7358,2023-11-25 00:00:17,0,16,0,1,IN_SERVICE
7457,2023-11-25 00:00:17,8,15,0,0,IN_SERVICE
7600,2023-11-25 00:00:17,1,19,0,0,IN_SERVICE
7667,2023-11-25 00:00:17,9,26,0,0,IN_SERVICE
7762,2023-11-25 00:00:17,1,12,1,0,IN_SERVICE
7002,2023-11-27 13:26:09,7,10,2,0,IN_SERVICE
7008,2023-11-27 13:26:09,6,12,1,0,IN_SERVICE
7023,2023-11-27 13:26:09,5,5,1,0,IN_SERVICE
7058,2023-11-27 13:26:09,4,15,0,0,IN_SERVICE
7063,2023-11-27 13:26:09,11,10,2,0,IN_SERVICE
7066,2023-11-27 13:26:09,8,9,0,0,IN_SERVICE
7078,2023-11-27 13:26:09,10,2,1,2,IN_SERVICE
7155,2023-11-27 13:26:09,14,4,1,0,IN_SERVICE
7170,2023-11-27 13:26:09,14,1,0,0,IN_SERVICE
7190,2023-11-27 13:26:09,10,4,1,0,IN_SERVICE
7191,2023-11-27 13:26:09,2,8,1,0,IN_SERVICE
7195,2023-11-27 13:26:09,6,5,0,0,IN_SERVICE
7250,2023-11-27 13:26:09,8,7,1,0,IN_SERVICE
7252,2023-11-27 13:26:09,12,6,0,0,IN_SERVICE
7273,2023-11-27 13:26:09,4,16,0,0,IN_SERVICE
7274,2023-11-27 13:26:09,10,5,1,0,IN_SERVICE
7285,2023-11-27 13:26:09,22,13,1,0,IN_SERVICE
7335,2023-11-27 13:26:09,7,12,0,0,IN_SERVICE
7358,2023-11-27 13:26:09,4,12,0,1,IN_SERVICE
7457,2023-11-27 13:26:09,14,9,0,0,IN_SERVICE
7600,2023-11-27 13:26:09,9,10,0,0,IN_SERVICE
7762,2023-11-27 13:26:09,9,5,0,0,IN_SERVICE
7002,2023-11-27 13:38:44,7,10,2,0,IN_SERVICE
7008,2023-11-27 13:38:44,6,12,1,0,IN_SERVICE
7023,2023-11-27 13:38:44,5,5,1,0,IN_SERVICE
7058,2023-11-27 13:38:44,5,14,0,0,IN_SERVICE
7063,2023-11-27 13:38:44,11,10,2,0,IN_SERVICE
7066,2023-11-27 13:38:44,8,9,0,0,IN_SERVICE
7078,2023-11-27 13:38:44,8,4,1,2,IN_SERVICE
7155,2023-11-27 13:38:44,14,4,1,0,IN_SERVICE
7170,2023-11-27 13:38:44,14,1,0,0,IN_SERVICE
7190,2023-11-27 13:38:44,10,4,1,0,IN_SERVICE
7191,2023-11-27 13:38:44,3,7,1,0,IN_SERVICE
7195,2023-11-27 13:38:44,6,5,0,0,IN_SERVICE
7250,2023-11-27 13:38:44,10,5,1,0,IN_SERVICE
7252,2023-11-27 13:38:44,11,7,0,0,IN_SERVICE
7273,2023-11-27 13:38:44,4,16,0,0,IN_SERVICE
7274,2023-11-27 13:38:44,11,4,1,0,IN_SERVICE
7285,2023-11-27 13:38:44,21,14,1,0,IN_SERVICE
7335,2023-11-27 13:38:44,6,13,0,0,IN_SERVICE
7358,2023-11-27 13:38:44,5,11,0,1,IN_SERVICE
7457,2023-11-27 13:38:44,16,7,0,0,IN_SERVICE
7600,2023-11-27 13:38:44,9,10,0,0,IN_SERVICE
7762,2023-11-27 13:38:44,10,4,0,0,IN_SERVICE
7002,2023-11-27 13:51:02,6,11,2,0,IN_SERVICE
7008,2023-11-27 13:51:02,6,12,1,0,IN_SERVICE
7023,2023-11-27 13:51:02,5,5,1,0,IN_SERVICE
7058,2023-11-27 13:51:02,7,12,0,0,IN_SERVICE
7063,2023-11-27 13:51:02,11,10,2,0,IN_SERVICE
7066,2023-11-27 13:51:02,8,9,0,0,IN_SERVICE
7078,2023-11-27 13:51:02,9,3,1,2,IN_SERVICE
7155,2023-11-27 13:51:02,15,3,1,0,IN_SERVICE
7170,2023-11-27 13:51:02,15,0,0,0,IN_SERVICE
7190,2023-11-27 13:51:02,13,1,1,0,IN_SERVICE
7191,2023-11-27 13:51:02,0,10,1,0,IN_SERVICE
7195,2023-11-27 13:51:02,6,5,0,0,IN_SERVICE
7250,2023-11-27 13:51:02,12,3,1,0,IN_SERVICE
7252,2023-11-27 13:51:02,10,8,0,0,IN_SERVICE
7273,2023-11-27 13:51:02,3,17,0,0,IN_SERVICE
7274,2023-11-27 13:51:02,10,5,1,0,IN_SERVICE
7285,2023-11-27 13:51:02,23,12,1,0,IN_SERVICE
7335,2023-11-27 13:51:02,6,13,0,0,IN_SERVICE
7358,2023-11-27 13:51:02,6,10,0,1,IN_SERVICE
7457,2023-11-27 13:51:02,18,5,0,0,IN_SERVICE
7600,2023-11-27 13:51:02,13,6,0,0,IN_SERVICE
7762,2023-11-27 13:51:02,10,4,0,0,IN_SERVICE
7002,2023-11-27 14:09:02,10,7,2,0,IN_SERVICE
7008,2023-11-27 14:09:02,7,11,1,0,IN_SERVICE
7023,2023-11-27 14:09:02,4,6,1,0,IN_SERVICE
7058,2023-11-27 14:09:02,11,8,0,0,IN_SERVICE
7063,2023-11-27 14:09:02,17,4,2,0,IN_SERVICE
7066,2023-11-27 14:09:02,12,5,0,0,IN_SERVICE
7078,2023-11-27 14:09:02,11,1,1,2,IN_SERVICE
7155,2023-11-27 14:09:02,17,1,1,0,IN_SERVICE
7170,2023-11-27 14:09:02,15,0,0,0,IN_SERVICE
7190,2023-11-27 14:09:02,14,0,1,0,IN_SERVICE
7191,2023-11-27 14:09:02,0,10,1,0,IN_SERVICE
7195,2023-11-27 14:09:02,5,6,0,0,IN_SERVICE
7250,2023-11-27 14:09:02,15,0,1,0,IN_SERVICE
7252,2023-11-27 14:09:02,7,11,0,0,IN_SERVICE
7273,2023-11-27 14:09:02,0,20,0,0,IN_SERVICE
7274,2023-11-27 14:09:02,13,2,1,0,IN_SERVICE
7285,2023-11-27 14:09:02,25,10,1,0,IN_SERVICE
7335,2023-11-27 14:09:02,4,15,0,0,IN_SERVICE
7358,2023-11-27 14:09:02,9,7,0,1,IN_SERVICE
7457,2023-11-27 14:09:02,21,2,0,0,IN_SERVICE
7600,2023-11-27 14:09:02,18,1,0,0,IN_SERVICE
7762,2023-11-27 14:09:02,13,1,0,0,IN_SERVICE
7002,2023-11-27 14:28:44,11,6,2,0,IN_SERVICE
7008,2023-11-27 14:28:44,11,7,1,0,IN_SERVICE
7023,2023-11-27 14:28:44,4,6,1,0,IN_SERVICE
7058,2023-11-27 14:28:44,14,5,0,0,IN_SERVICE
7063,2023-11-27 14:28:44,18,3,2,0,IN_SERVICE
7066,2023-11-27 14:28:44,16,1,0,0,IN_SERVICE
7078,2023-11-27 14:28:44,10,2,1,2,IN_SERVICE
7155,2023-11-27 14:28:44,16,2,1,0,IN_SERVICE
7170,2023-11-27 14:28:44,14,1,0,0,IN_SERVICE
7190,2023-11-27 14:28:44,14,0,1,0,IN_SERVICE
7191,2023-11-27 14:28:44,0,10,1,0,IN_SERVICE
7195,2023-11-27 14:28:44,6,5,0,0,IN_SERVICE
7250,2023-11-27 14:28:44,15,0,1,0,IN_SERVICE
7252,2023-11-27 14:28:44,7,11,0,0,IN_SERVICE
7273,2023-11-27 14:28:44,0,20,0,0,IN_SERVICE
7274,2023-11-27 14:28:44,14,1,1,0,IN_SERVICE
7285,2023-11-27 14:28:44,19,16,1,0,IN_SERVICE
7335,2023-11-27 14:28:44,4,15,0,0,IN_SERVICE
7358,2023-11-27 14:28:44,11,5,0,1,IN_SERVICE
7457,2023-11-27 14:28:44,21,2,0,0,IN_SERVICE
7600,2023-11-27 14:28:44,19,0,0,0,IN_SERVICE
7762,2023-11-27 14:28:44,14,0,0,0,IN_SERVICE
7002,2023-11-27 14:40:44,10,7,2,0,IN_SERVICE
7008,2023-11-27 14:40:44,11,7,1,0,IN_SERVICE
7023,2023-11-27 14:40:44,4,6,1,0,IN_SERVICE
7058,2023-11-27 14:40:44,14,5,0,0,IN_SERVICE
7063,2023-11-27 14:40:44,16,5,2,0,IN_SERVICE
7066,2023-11-27 14:40:44,17,0,0,0,IN_SERVICE
7078,2023-11-27 14:40:44,11,1,1,2,IN_SERVICE
7155,2023-11-27 14:40:44,15,3,1,0,IN_SERVICE
7170,2023-11-27 14:40:44,14,1,0,0,IN_SERVICE
7190,2023-11-27 14:40:44,14,0,1,0,IN_SERVICE
7191,2023-11-27 14:40:44,0,10,1,0,IN_SERVICE
7195,2023-11-27 14:40:44,5,6,0,0,IN_SERVICE
7250,2023-11-27 14:40:44,15,0,1,0,IN_SERVICE
7252,2023-11-27 14:40:44,8,10,0,0,IN_SERVICE
7273,2023-11-27 14:40:44,0,20,0,0,IN_SERVICE
7274,2023-11-27 14:40:44,14,1,1,0,IN_SERVICE
7285,2023-11-27 14:40:44,20,15,1,0,IN_SERVICE
7335,2023-11-27 14:40:44,4,15,0,0,IN_SERVICE
7358,2023-11-27 14:40:44,13,3,0,1,IN_SERVICE
7457,2023-11-27 14:40:44,22,1,0,0,IN_SERVICE
7600,2023-11-27 14:40:44,19,0,0,0,IN_SERVICE
7762,2023-11-27 14:40:44,14,0,0,0,IN_SERVICE
7002,2023-11-27 14:52:49,9,8,2,0,IN_SERVICE
7008,2023-11-27 14:52:49,14,4,1,0,IN_SERVICE
7023,2023-11-27 14:52:49,5,5,1,0,IN_SERVICE
7058,2023-11-27 14:52:49,18,0,1,0,IN_SERVICE
7063,2023-11-27 14:52:49,16,5,2,0,IN_SERVICE
7066,2023-11-27 14:52:49,16,1,0,0,IN_SERVICE
7078,2023-11-27 14:52:49,10,2,1,2,IN_SERVICE
7155,2023-11-27 14:52:49,14,4,1,0,IN_SERVICE
7170,2023-11-27 14:52:49,15,0,0,0,IN_SERVICE
7190,2023-11-27 14:52:49,14,0,1,0,IN_SERVICE
7191,2023-11-27 14:52:49,0,10,1,0,IN_SERVICE
7195,2023-11-27 14:52:49,4,7,0,0,IN_SERVICE
7250,2023-11-27 14:52:49,15,0,1,0,IN_SERVICE
